top_n,embedding_index,source_csv_row,true_label,pred_label,outer_fold,max_logit_level_score,uncalibrated_confidence_clipped_score,platt_confidence,correct,top_prompt_id_for_pred_class,top_prompt_class,top_prompt_text
1,40,40,deep_water,submerged_aquatic_vegetation,1,0.2005985826253891,0.2005985826253891,0.5659579906669039,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,41,41,deep_water,deep_water,3,0.19287963211536407,0.19287963211536407,0.6080118713416324,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,42,42,deep_water,submerged_aquatic_vegetation,5,0.19757425785064697,0.19757425785064697,0.5545193847430481,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,43,43,deep_water,submerged_aquatic_vegetation,5,0.21393293142318726,0.21393293142318726,0.556878348,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,44,44,deep_water,submerged_aquatic_vegetation,2,0.1953628957271576,0.1953628957271576,0.6166579794588217,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,45,45,deep_water,deep_water,2,0.22263038158416748,0.22263038158416748,0.6197941946344565,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,46,46,deep_water,deep_water,3,0.21592086553573608,0.21592086553573608,0.6114231226009075,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,47,47,deep_water,deep_water,2,0.21727707982063293,0.21727707982063293,0.619179255,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,48,48,deep_water,deep_water,4,0.21742023527622223,0.21742023527622223,0.6264284129783699,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,49,49,deep_water,deep_water,2,0.20170511305332184,0.20170511305332184,0.6173883177076251,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,50,50,deep_water,deep_water,5,0.18057380616664886,0.18057380616664886,0.5520652717059553,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,51,51,deep_water,deep_water,5,0.21075908839702606,0.21075908839702606,0.5564208685028161,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,52,52,deep_water,deep_water,1,0.21323776245117188,0.21323776245117188,0.5677372696494747,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,53,53,deep_water,deep_water,3,0.20127451419830322,0.20127451419830322,0.6092559734498625,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,54,54,deep_water,deep_water,5,0.20356349647045135,0.20356349647045135,0.5553833392303044,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,55,55,deep_water,submerged_aquatic_vegetation,5,0.20407773554325104,0.20407773554325104,0.5554575032720704,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,56,56,deep_water,deep_water,3,0.18323960900306702,0.18323960900306702,0.6065815106919243,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,57,57,deep_water,submerged_aquatic_vegetation,3,0.19576558470726013,0.19576558470726013,0.6084397220003943,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,58,58,deep_water,deep_water,4,0.21515613794326782,0.21515613794326782,0.626185371,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,59,59,deep_water,deep_water,5,0.17590144276618958,0.17590144276618958,0.551390339,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,60,60,deep_water,deep_water,1,0.20997753739356995,0.20997753739356995,0.5672784771905951,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,61,61,deep_water,deep_water,4,0.22591067850589752,0.22591067850589752,0.6273392580803602,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,62,62,deep_water,deep_water,2,0.2099941372871399,0.2099941372871399,0.6183420414964832,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,63,63,deep_water,deep_water,1,0.2154105305671692,0.2154105305671692,0.5680429661738775,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,64,64,deep_water,deep_water,2,0.26770538091659546,0.26770538091659546,0.6249566025864601,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,65,65,deep_water,deep_water,2,0.25465384125709534,0.25465384125709534,0.6234646809777867,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,66,66,deep_water,emergent_vegetation,5,0.23752528429031372,0.23752528429031372,0.5602758864511972,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,67,67,deep_water,deep_water,2,0.20213687419891357,0.20213687419891357,0.6174380179501265,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,68,68,deep_water,deep_water,4,0.21338018774986267,0.21338018774986267,0.6259946858555944,1,2,deep_water,"a satellite image of deep blue water (sensor: aerial, environment: lake, ablation: hydrology)"
1,69,69,turbid,turbid,2,0.22774407267570496,0.22774407267570496,0.6203812511730878,1,17,turbid,"a satellite image of muddy brown water (sensor: aerial, environment: coast, ablation: hydrology)"
1,70,70,turbid,turbid,2,0.21742764115333557,0.21742764115333557,0.6191965553403271,1,17,turbid,"a satellite image of muddy brown water (sensor: aerial, environment: coast, ablation: hydrology)"
1,71,71,turbid,submerged_aquatic_vegetation,1,0.20627272129058838,0.20627272129058838,0.5667569799781966,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,72,72,turbid,emergent_vegetation,1,0.2243739664554596,0.2243739664554596,0.569303522,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,73,73,turbid,emergent_vegetation,1,0.22843606770038605,0.22843606770038605,0.5698744932926101,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,74,74,turbid,turbid,3,0.22225089371204376,0.22225089371204376,0.6123583898668099,1,17,turbid,"a satellite image of muddy brown water (sensor: aerial, environment: coast, ablation: hydrology)"
1,75,75,turbid,turbid,5,0.20380008220672607,0.20380008220672607,0.5554174601539068,1,17,turbid,"a satellite image of muddy brown water (sensor: aerial, environment: coast, ablation: hydrology)"
1,76,76,turbid,turbid,5,0.21325309574604034,0.21325309574604034,0.5567803639892598,1,17,turbid,"a satellite image of muddy brown water (sensor: aerial, environment: coast, ablation: hydrology)"
1,77,77,turbid,turbid,5,0.21131503582000732,0.21131503582000732,0.5565010099614272,1,17,turbid,"a satellite image of muddy brown water (sensor: aerial, environment: coast, ablation: hydrology)"
1,78,78,turbid,submerged_aquatic_vegetation,3,0.22465142607688904,0.22465142607688904,0.6127128546122853,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,79,79,turbid,emergent_vegetation,4,0.232872874,0.232872874,0.6280854809611837,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,80,80,turbid,emergent_vegetation,1,0.23631763458251953,0.23631763458251953,0.5709817995656162,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,81,81,turbid,emergent_vegetation,3,0.22537463903427124,0.22537463903427124,0.6128196215076198,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,82,82,turbid,submerged_aquatic_vegetation,1,0.20510344207286835,0.20510344207286835,0.5665923591699001,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,83,83,turbid,submerged_aquatic_vegetation,2,0.2305884063243866,0.2305884063243866,0.6207076310486037,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,84,84,turbid,emergent_vegetation,5,0.1982204169034958,0.1982204169034958,0.5546126098737849,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,85,85,turbid,submerged_aquatic_vegetation,2,0.2215653657913208,0.2215653657913208,0.6196718856576672,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,86,86,turbid,emergent_vegetation,1,0.2174866795539856,0.2174866795539856,0.5683350205063965,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,87,87,turbid,turbid,5,0.20930150151252747,0.20930150151252747,0.5562107391285146,1,17,turbid,"a satellite image of muddy brown water (sensor: aerial, environment: coast, ablation: hydrology)"
1,88,88,turbid,turbid,3,0.21637015044689178,0.21637015044689178,0.6114895319908468,1,17,turbid,"a satellite image of muddy brown water (sensor: aerial, environment: coast, ablation: hydrology)"
1,89,89,turbid,turbid,3,0.1911596953868866,0.1911596953868866,0.6077568068662746,1,17,turbid,"a satellite image of muddy brown water (sensor: aerial, environment: coast, ablation: hydrology)"
1,90,90,turbid,submerged_aquatic_vegetation,4,0.23705460131168365,0.23705460131168365,0.6285333943316337,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,91,91,turbid,submerged_aquatic_vegetation,2,0.22585028409957886,0.22585028409957886,0.6201638834404002,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,92,92,turbid,submerged_aquatic_vegetation,2,0.1980127990245819,0.1980127990245819,0.6169631934050315,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,93,93,turbid,submerged_aquatic_vegetation,5,0.2220015525817871,0.2220015525817871,0.5580409265243169,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,94,94,turbid,emergent_vegetation,3,0.20353710651397705,0.20353710651397705,0.6095910422297307,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,95,95,turbid,submerged_aquatic_vegetation,1,0.22661566734313965,0.22661566734313965,0.5696186396588631,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,96,96,turbid,submerged_aquatic_vegetation,3,0.21114131808280945,0.21114131808280945,0.6107163957957236,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,97,97,turbid,submerged_aquatic_vegetation,4,0.209365577,0.209365577,0.6255634888344256,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,98,98,turbid,submerged_aquatic_vegetation,3,0.21872685849666595,0.21872685849666595,0.6118378122378354,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,99,99,turbid,submerged_aquatic_vegetation,2,0.2052234560251236,0.2052234560251236,0.617793244,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,100,100,turbid,submerged_aquatic_vegetation,2,0.22583019733428955,0.22583019733428955,0.6201615776369312,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,101,101,turbid,submerged_aquatic_vegetation,5,0.20814993977546692,0.20814993977546692,0.5560447128807967,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,102,102,turbid,turbid,1,0.22368815541267395,0.22368815541267395,0.5692071057775859,1,26,turbid,"turbid water next to port structures or boats (sensor: aerial, environment: coast, ablation: context)"
1,103,103,turbid,submerged_aquatic_vegetation,4,0.2118971198797226,0.2118971198797226,0.6258354173725572,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,104,104,turbid,submerged_aquatic_vegetation,4,0.19914740324020386,0.19914740324020386,0.6244650879224093,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,105,105,turbid,submerged_aquatic_vegetation,4,0.2209050953388214,0.2209050953388214,0.6268023736899373,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,106,106,turbid,submerged_aquatic_vegetation,2,0.22140534222126007,0.22140534222126007,0.6196535068524249,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,107,107,turbid,rocky_bed,1,0.22078430652618408,0.22078430652618408,0.5687988038533925,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,108,108,turbid,submerged_aquatic_vegetation,3,0.19099293649196625,0.19099293649196625,0.6077320735993526,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,109,109,turbid,emergent_vegetation,3,0.22525900602340698,0.22525900602340698,0.6128025514992245,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,110,110,turbid,rocky_bed,3,0.192376971,0.192376971,0.6079373334519196,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,111,111,turbid,emergent_vegetation,4,0.22229719161987305,0.22229719161987305,0.6269517173520515,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,112,112,turbid,emergent_vegetation,2,0.23234115540981293,0.23234115540981293,0.6209087000789031,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,113,113,turbid,turbid,1,0.19994838535785675,0.19994838535785675,0.565866413,1,26,turbid,"turbid water next to port structures or boats (sensor: aerial, environment: coast, ablation: context)"
1,114,114,turbid,rocky_bed,4,0.21839001774787903,0.21839001774787903,0.6265324956375388,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,115,115,turbid,rocky_bed,1,0.2115165889263153,0.2115165889263153,0.5674950733646924,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,116,116,turbid,submerged_aquatic_vegetation,4,0.21044307947158813,0.21044307947158813,0.62567924,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,117,117,turbid,submerged_aquatic_vegetation,4,0.1923317313194275,0.1923317313194275,0.623731725,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,118,118,turbid,submerged_aquatic_vegetation,5,0.21869106590747833,0.21869106590747833,0.5575640065409548,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,119,119,turbid,submerged_aquatic_vegetation,1,0.19545526802539825,0.19545526802539825,0.5652334515410419,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,120,120,turbid,submerged_aquatic_vegetation,1,0.1915740966796875,0.1915740966796875,0.5646865258947136,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,121,121,turbid,rocky_bed,5,0.20875126123428345,0.20875126123428345,0.5561314098794244,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,122,122,turbid,submerged_aquatic_vegetation,1,0.16867081820964813,0.16867081820964813,0.5614558854143664,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,123,123,turbid,submerged_aquatic_vegetation,5,0.17635633051395416,0.17635633051395416,0.5514560572582409,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,124,124,turbid,rocky_bed,5,0.20659786462783813,0.20659786462783813,0.5558209228721187,0,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,125,125,turbid,submerged_aquatic_vegetation,3,0.18425016105175018,0.18425016105175018,0.6067315399216837,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,126,126,turbid,submerged_aquatic_vegetation,3,0.18230196833610535,0.18230196833610535,0.6064422880936522,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,127,127,turbid,submerged_aquatic_vegetation,4,0.1819610744714737,0.1819610744714737,0.6226147594384781,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,128,128,turbid,emergent_vegetation,5,0.21704398095607758,0.21704398095607758,0.5573266822662768,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,129,129,turbid,emergent_vegetation,5,0.21130970120429993,0.21130970120429993,0.5565002409748255,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,130,130,turbid,submerged_aquatic_vegetation,2,0.21639755368232727,0.21639755368232727,0.6190781861909402,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,131,131,turbid,emergent_vegetation,2,0.2203114628791809,0.2203114628791809,0.6195278649554364,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,132,132,turbid,turbid,2,0.21369118988513947,0.21369118988513947,0.6187671258011281,1,17,turbid,"a satellite image of muddy brown water (sensor: aerial, environment: coast, ablation: hydrology)"
1,133,133,turbid,turbid,4,0.20447489619255066,0.20447489619255066,0.6250379265314231,1,26,turbid,"turbid water next to port structures or boats (sensor: aerial, environment: coast, ablation: context)"
1,134,134,turbid,emergent_vegetation,3,0.21760965883731842,0.21760965883731842,0.6116727238780546,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,135,135,turbid,turbid,5,0.19817109405994415,0.19817109405994415,0.5546054939152042,1,17,turbid,"a satellite image of muddy brown water (sensor: aerial, environment: coast, ablation: hydrology)"
1,136,136,turbid,turbid,2,0.19995641708374023,0.19995641708374023,0.6171869993365633,1,17,turbid,"a satellite image of muddy brown water (sensor: aerial, environment: coast, ablation: hydrology)"
1,137,137,turbid,submerged_aquatic_vegetation,4,0.21607863903045654,0.21607863903045654,0.6262844058183856,0,70,submerged_aquatic_vegetation,"submerged vegetation near land vegetation (sensor: aerial, environment: coast, ablation: context)"
1,138,138,rocky_bed,turbid,5,0.23573453724384308,0.23573453724384308,0.5600181945542442,0,17,turbid,"a satellite image of muddy brown water (sensor: aerial, environment: coast, ablation: hydrology)"
1,139,139,rocky_bed,rocky_bed,2,0.22256478667259216,0.22256478667259216,0.6197866619962861,1,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
1,140,140,rocky_bed,emergent_vegetation,3,0.2069915533065796,0.2069915533065796,0.6101024140417499,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,141,141,rocky_bed,emergent_vegetation,2,0.20537695288658142,0.20537695288658142,0.6178109066010016,0,45,emergent_vegetation,"emergent vegetation (sensor: both, environment: any, ablation: simple)"
1,142,142,rocky_bed,rocky_bed,1,0.2238069474697113,0.2238069474697113,0.569223807,1,32,rocky_bed,"underwater rocks visible through clear water (sensor: both, environment: lake, ablation: hydrology)"
